MetricKey,Metric,Source_Category
23812,"Quarter Of Funding Event: ZebiAI Therapeutics, Inc. (Private Investment) [ID:94fbabd]",Economy
23813,Quarter Of Funding Event: Zebra Medical Vision Ltd. (Private Investment) [ID:10c7772],Economy
23814,Quarter Of Funding Event: Zebra Medical Vision Ltd. (Private Investment) [ID:624dd5e],Economy
23815,"Quarter Of Funding Event: Zebrium, Inc. (Private Investment) [ID:390289]",Economy
23816,"Quarter Of Funding Event: Zebrium, Inc. (Private Investment) [ID:b113b85]",Economy
23817,Quarter Of Funding Event: Zedny Educational Services (Private Investment) [ID:2a31eb4],Economy
23818,Quarter Of Funding Event: Zeepson Technology (Private Investment) [ID:253f15c],Economy
23819,Quarter Of Funding Event: Zegami Limited (Private Investment) [ID:4f82085],Economy
23820,Quarter Of Funding Event: Zegami Limited (Private Investment) [ID:91d67fd],Economy
23821,Quarter Of Funding Event: Zegami Limited (Private Investment) [ID:e956524],Economy
23822,Quarter Of Funding Event: Zeitgold GmbH (Private Investment) [ID:4517efd],Economy
23823,Quarter Of Funding Event: Zeitgold GmbH (Private Investment) [ID:9e547f5],Economy
23824,Quarter Of Funding Event: Zeitgold GmbH (Private Investment) [ID:a03096d],Economy
23825,Quarter Of Funding Event: Zeitgold GmbH (Private Investment) [ID:dd139d8],Economy
23826,"Quarter Of Funding Event: Zeitworks Technologies, Inc. (Private Investment) [ID:ec8c9d0]",Economy
23827,Quarter Of Funding Event: Zelros (Private Investment) [ID:4fd5ea1],Economy
23828,Quarter Of Funding Event: Zemingo Group Ltd (Private Investment) [ID:366ab17],Economy
23829,Quarter Of Funding Event: ZenBusiness Inc. (Private Investment) [ID:5477dde],Economy
23830,Quarter Of Funding Event: ZenBusiness Inc. (Private Investment) [ID:a06701b],Economy
23831,Quarter Of Funding Event: ZenBusiness Inc. (Private Investment) [ID:c09fb1f],Economy
23832,Quarter Of Funding Event: Zenatix Solutions Pvt. Ltd (Merger/Acquisition) [ID:0c82269],Economy
23833,Quarter Of Funding Event: Zenatix Solutions Pvt. Ltd (Private Investment) [ID:a275c02],Economy
23834,Quarter Of Funding Event: Zencity Technologies Ltd. (Private Investment) [ID:2f3aa4b],Economy
23835,Quarter Of Funding Event: Zencity Technologies Ltd. (Private Investment) [ID:36769c5],Economy
23836,Quarter Of Funding Event: Zencity Technologies Ltd. (Private Investment) [ID:6408bf9],Economy
23837,Quarter Of Funding Event: Zencity Technologies Ltd. (Private Investment) [ID:98256a1],Economy
23838,Quarter Of Funding Event: Zenhomes GmbH (Private Investment) [ID:2dd8ec4],Economy
23839,Quarter Of Funding Event: Zenhomes GmbH (Private Investment) [ID:388b8ad],Economy
23840,Quarter Of Funding Event: Zenhomes GmbH (Private Investment) [ID:c796e4e],Economy
23841,Quarter Of Funding Event: Zenhomes GmbH (Private Investment) [ID:dcb133a],Economy
23842,Quarter Of Funding Event: Zenloop (Private Investment) [ID:8b5176e],Economy
23843,Quarter Of Funding Event: Zenloop (Private Investment) [ID:dec77a9],Economy
23844,"Quarter Of Funding Event: Zenus, Inc (Private Investment) [ID:39f0a4a]",Economy
23845,"Quarter Of Funding Event: Zenus, Inc (Private Investment) [ID:c3d69be]",Economy
23846,Quarter Of Funding Event: Zero Energy Solutions Ltd (Private Investment) [ID:8731831],Economy
23847,Quarter Of Funding Event: Zero Zero Robotics Inc. (Private Investment) [ID:58e79c5],Economy
23848,"Quarter Of Funding Event: ZeroBrush, Inc. (Private Investment) [ID:8c43901]",Economy
23849,"Quarter Of Funding Event: ZeroEyes, Inc. (Private Investment) [ID:05b89a5]",Economy
23850,"Quarter Of Funding Event: ZeroEyes, Inc. (Private Investment) [ID:a80b2f6]",Economy
23851,Quarter Of Funding Event: Zerocracy (Private Investment) [ID:3b62065],Economy
23852,Quarter Of Funding Event: Zerogrado S.R.L. (Private Investment) [ID:4aaf8bf],Economy
23853,Quarter Of Funding Event: Zerokey Inc. (Private Investment) [ID:6f15256],Economy
23854,Quarter Of Funding Event: Zerokey Inc. (Private Investment) [ID:7e36f3d],Economy
23855,"Quarter Of Funding Event: Zest AI, Inc. (Private Investment) [ID:27bbf87]",Economy
23856,"Quarter Of Funding Event: Zest AI, Inc. (Private Investment) [ID:e10ae0b]",Economy
23857,"Quarter Of Funding Event: Zest, the Reality Media App (Private Investment) [ID:385c9f7]",Economy
23858,Quarter Of Funding Event: Zesty Ltd. (Private Investment) [ID:512b6ea],Economy
23859,Quarter Of Funding Event: Zesty.ai (Private Investment) [ID:21a3dde],Economy
23860,Quarter Of Funding Event: Zeta Alpha (Private Investment) [ID:ebbf656],Economy
23861,Quarter Of Funding Event: Zhagmen.com (Private Investment) [ID:fcb766f],Economy
23862,"Quarter Of Funding Event: Zhejiang Chuanglin Technology Co., Ltd. (Private Investment) [ID:d95064f]",Economy
23863,"Quarter Of Funding Event: Zhejiang CoTEK Robotics Co., Ltd. (Private Investment) [ID:920e86c]",Economy
23864,"Quarter Of Funding Event: Zhejiang Congtai Network Technology Co., Ltd. (Private Investment) [ID:45bac66]",Economy
23865,"Quarter Of Funding Event: Zhejiang Fullink Tech Co., Ltd. (Private Investment) [ID:8696c5a]",Economy
23866,"Quarter Of Funding Event: Zhejiang Lanzhuo Industrial Internet Information Technology Co., Ltd. (Private Investment) [ID:a7461b0]",Economy
23867,"Quarter Of Funding Event: Zhejiang Mairui robot Co., Ltd. (Private Investment) [ID:570fa63]",Economy
23868,"Quarter Of Funding Event: Zhejiang Mingdu Zhikong Technology Co., Ltd (Private Investment) [ID:8b9453a]",Economy
23869,"Quarter Of Funding Event: Zhejiang Mingdu Zhikong Technology Co., Ltd. (Private Investment) [ID:483459b]",Economy
23870,"Quarter Of Funding Event: Zhejiang One Core Intelligent Technology Co., Ltd. (Private Investment) [ID:6b20acc]",Economy
23871,"Quarter Of Funding Event: Zhejiang Ruifeng Intelligent IOT Technology Co., Ltd. (Private Investment) [ID:f131967]",Economy
23872,"Quarter Of Funding Event: Zhejiang Whale Network Technology Co., Ltd. (Private Investment) [ID:c4651e6]",Economy
23873,"Quarter Of Funding Event: Zhejiang Xinzailing Technology Co., Ltd. (Private Investment) [ID:3fe84e6]",Economy
23874,"Quarter Of Funding Event: Zhejiang Xinzailing Technology Co., Ltd. (Private Investment) [ID:d3e1ae9]",Economy
23875,Quarter Of Funding Event: Zhen Robotics (Private Investment) [ID:8d6050a],Economy
23876,Quarter Of Funding Event: Zhen Robotics (Private Investment) [ID:8e8ef54],Economy
23877,"Quarter Of Funding Event: Zhidao Network Technology (Tianjin) Co., Ltd. (Private Investment) [ID:dc0e568]",Economy
23878,Quarter Of Funding Event: Zhifubao (Private Investment) [ID:eb061ea],Economy
23879,"Quarter Of Funding Event: Zhijiu (Xiamen) Robot Technology Co., Ltd. (Private Investment) [ID:43dcfa8]",Economy
23880,Quarter Of Funding Event: Zhisheng (Private Investment) [ID:101d0f7],Economy
23881,"Quarter Of Funding Event: Zhiyu Zhilian Technology (Fujian) Co., Ltd. (Private Investment) [ID:2e98e5a]",Economy
23882,Quarter Of Funding Event: Zhizhong Interactive (Private Investment) [ID:d0b5cc7],Economy
23883,Quarter Of Funding Event: Zhizu Chuxing (Private Investment) [ID:84b5d6e],Economy
23884,"Quarter Of Funding Event: Zhongchi Blockchain Co., Ltd. (Private Investment) [ID:8919bc0]",Economy
23885,"Quarter Of Funding Event: Zhongshan Bin'ge Network Technology Co., Ltd. (Private Investment) [ID:e3c167f]",Economy
23886,"Quarter Of Funding Event: Zhongshan Bin'ge Network Technology Co., Ltd. (Private Investment) [ID:f4fcd04]",Economy
23887,"Quarter Of Funding Event: Zhongyi Yixin (Hangzhou) Technology Co., Ltd. (Private Investment) [ID:c25f500]",Economy
23888,"Quarter Of Funding Event: Zhuiyi Shenzhen Chaoyi Technology Co., Ltd. (Private Investment) [ID:36d4601]",Economy
23889,"Quarter Of Funding Event: Zhuiyi Shenzhen Chaoyi Technology Co., Ltd. (Private Investment) [ID:55ff4a4]",Economy
23890,"Quarter Of Funding Event: Zhuiyi Shenzhen Chaoyi Technology Co., Ltd. (Private Investment) [ID:c781954]",Economy
23891,"Quarter Of Funding Event: Zhuiyi Shenzhen Chaoyi Technology Co., Ltd. (Private Investment) [ID:df03f07]",Economy
23892,Quarter Of Funding Event: Zhuiyi Technology (Private Investment) [ID:b460d21],Economy
23893,"Quarter Of Funding Event: Ziel, Inc. PBC (Private Investment) [ID:c127f28]",Economy
23894,Quarter Of Funding Event: Zigna ApS (Private Investment) [ID:6ee3329],Economy
23895,Quarter Of Funding Event: Zikto Inc. (Private Investment) [ID:fe2ffdc],Economy
23896,Quarter Of Funding Event: Zile Technology (Private Investment) [ID:9d3a9ac],Economy
23897,Quarter Of Funding Event: Zilliz (Private Investment) [ID:11fc893],Economy
23898,Quarter Of Funding Event: Zilliz (Private Investment) [ID:52218fc],Economy
23899,"Quarter Of Funding Event: ZineOne, Inc. (Private Investment) [ID:1d3670e]",Economy
23900,"Quarter Of Funding Event: ZineOne, Inc. (Private Investment) [ID:5da5730]",Economy
23901,"Quarter Of Funding Event: ZineOne, Inc. (Private Investment) [ID:725515c]",Economy
23902,"Quarter Of Funding Event: ZineOne, Inc. (Private Investment) [ID:c527a5a]",Economy
23903,"Quarter Of Funding Event: ZingFront Cloud Technology (Beijing) Co., Ltd. (Private Investment) [ID:2097d2e]",Economy
23904,Quarter Of Funding Event: Zinobe S.A.S (Private Investment) [ID:529936d],Economy
23905,Quarter Of Funding Event: Zinobe S.A.S (Private Investment) [ID:c3c1e12],Economy
23906,"Quarter Of Funding Event: Zippia, Inc. (Private Investment) [ID:0bc3245]",Economy
23907,"Quarter Of Funding Event: Zippia, Inc. (Private Investment) [ID:4ec0765]",Economy
23908,"Quarter Of Funding Event: Zippia, Inc. (Private Investment) [ID:5d4716b]",Economy
23909,"Quarter Of Funding Event: Zippia, Inc. (Private Investment) [ID:80d3c1b]",Economy
23910,"Quarter Of Funding Event: Zippia, Inc. (Private Investment) [ID:fb91ef3]",Economy
23911,Quarter Of Funding Event: Zippin (Private Investment) [ID:3ea78a8],Economy
23912,Quarter Of Funding Event: Zippin (Private Investment) [ID:68babc6],Economy
23913,Quarter Of Funding Event: Zippin (Private Investment) [ID:7fc83cc],Economy
23914,Quarter Of Funding Event: Zippin (Private Investment) [ID:e1df40e],Economy
23915,Quarter Of Funding Event: Zippy Inc. (Merger/Acquisition) [ID:876800000000000022839158611378176],Economy
23916,Quarter Of Funding Event: Zippy Inc. (Private Investment) [ID:079ca23],Economy
23917,Quarter Of Funding Event: Zira Technologies. Inc (Private Investment) [ID:3de709b],Economy
23918,Quarter Of Funding Event: Zira Technologies. Inc (Private Investment) [ID:7b555b9],Economy
23919,Quarter Of Funding Event: Zirra.com Ltd. (Private Investment) [ID:816815a],Economy
23920,Quarter Of Funding Event: Ziva Dynamics Inc. (Private Investment) [ID:3677c71],Economy
23921,Quarter Of Funding Event: Ziva Dynamics Inc. (Private Investment) [ID:bcb4f01],Economy
23922,"Quarter Of Funding Event: Zoba, Inc. (Private Investment) [ID:bd06900]",Economy
23923,Quarter Of Funding Event: Zobi Limited (Private Investment) [ID:e7bd611],Economy
23924,Quarter Of Funding Event: Zombie Soup (Private Investment) [ID:f48d6c9],Economy
23925,Quarter Of Funding Event: Zone7 (Private Investment) [ID:47b79ec],Economy
23926,Quarter Of Funding Event: Zoom Abroad (Private Investment) [ID:11c503d],Economy
23927,Quarter Of Funding Event: Zoom Abroad (Private Investment) [ID:16de364],Economy
23928,Quarter Of Funding Event: Zoom Abroad (Private Investment) [ID:2f7d423],Economy
23929,Quarter Of Funding Event: Zoom Abroad (Private Investment) [ID:67c27ce],Economy
23930,Quarter Of Funding Event: Zoom.ai Inc. (Private Investment) [ID:0b02f32],Economy
23931,Quarter Of Funding Event: Zoom.ai Inc. (Private Investment) [ID:5a8bfe7],Economy
23932,Quarter Of Funding Event: Zoom.ai Inc. (Private Investment) [ID:c524630],Economy
23933,Quarter Of Funding Event: ZoomAgri (Private Investment) [ID:ea3a786],Economy
23934,Quarter Of Funding Event: Zoomd Technologies Ltd. (Private Investment) [ID:3b2e6c4],Economy
23935,"Quarter Of Funding Event: Zoomi, Inc. (Private Investment) [ID:095aea9]",Economy
23936,"Quarter Of Funding Event: Zoomi, Inc. (Private Investment) [ID:aff89c5]",Economy
23937,"Quarter Of Funding Event: Zoomi, Inc. (Private Investment) [ID:c60c307]",Economy
23938,Quarter Of Funding Event: Zoominbot (Private Investment) [ID:21d09ff],Economy
23939,Quarter Of Funding Event: Zoox Inc. (Merger/Acquisition) [ID:8927bee],Economy
23940,Quarter Of Funding Event: Zoox Inc. (Private Investment) [ID:284ac4e],Economy
23941,Quarter Of Funding Event: Zoox Inc. (Private Investment) [ID:333a56a],Economy
23942,Quarter Of Funding Event: Zoox Inc. (Private Investment) [ID:cf23184],Economy
23943,Quarter Of Funding Event: Zoox Inc. (Private Investment) [ID:f3be28a],Economy
23944,Quarter Of Funding Event: Zorroa Corporation (Private Investment) [ID:c06b89d],Economy
23945,Quarter Of Funding Event: Zotalabs (Private Investment) [ID:e27628a],Economy
23946,Quarter Of Funding Event: Zowie Inc. (Private Investment) [ID:03d6975],Economy
23947,Quarter Of Funding Event: Ztractor (Private Investment) [ID:3aeb73f],Economy
23948,Quarter Of Funding Event: Ztractor (Private Investment) [ID:b55a4da],Economy
23949,"Quarter Of Funding Event: Zugata, Inc. (Merger/Acquisition) [ID:ee1e641]",Economy
23950,"Quarter Of Funding Event: Zugata, Inc. (Private Investment) [ID:8079bf9]",Economy
23951,"Quarter Of Funding Event: Zume Pizza, Inc. (Private Investment) [ID:071dc61]",Economy
23952,"Quarter Of Funding Event: Zume Pizza, Inc. (Private Investment) [ID:6f3d384]",Economy
23953,"Quarter Of Funding Event: Zume Pizza, Inc. (Private Investment) [ID:e9243e6]",Economy
23954,"Quarter Of Funding Event: Zuodashi Technology (Shanghai) Co., Ltd. (Private Investment) [ID:46a00a2]",Economy
23955,"Quarter Of Funding Event: Zuodashi Technology (Shanghai) Co., Ltd. (Private Investment) [ID:ab16559]",Economy
23956,Quarter Of Funding Event: Zup I.T. Servicos em Tecnologia e Inovacao Ltda. (Merger/Acquisition) [ID:b4287c4],Economy
23957,Quarter Of Funding Event: Zup I.T. Servicos em Tecnologia e Inovacao Ltda. (Private Investment) [ID:891ac6e],Economy
23958,"Quarter Of Funding Event: Zurfers, Inc. (Private Investment) [ID:4fb2e74]",Economy
23959,Quarter Of Funding Event: Zuvoo Limited (Merger/Acquisition) [ID:1394418],Economy
23960,Quarter Of Funding Event: Zuvoo Limited (Private Investment) [ID:99350000],Economy
23961,Quarter Of Funding Event: Zvesta Online Private Limited (Private Investment) [ID:3aac9ea],Economy
23962,Quarter Of Funding Event: Zwoop Limited (Private Investment) [ID:170300000000000010247444854989826933304005221067158108787081124531488212195857137664],Economy
23963,"Quarter Of Funding Event: Zya, Inc. (Private Investment) [ID:2901b8c]",Economy
23964,"Quarter Of Funding Event: Zycada Networks, Inc. (Private Investment) [ID:69965eb]",Economy
23965,"Quarter Of Funding Event: Zycada Networks, Inc. (Private Investment) [ID:72a292e]",Economy
23966,"Quarter Of Funding Event: Zycada Networks, Inc. (Private Investment) [ID:ea1b796]",Economy
23967,Quarter Of Funding Event: Zyl (Private Investment) [ID:5bcfc85],Economy
23968,Quarter Of Funding Event: Zylotech (Private Investment) [ID:e131c2c],Economy
23969,"Quarter Of Funding Event: Zymergen, Inc. (Private Investment) [ID:38bae2c]",Economy
23970,"Quarter Of Funding Event: Zymergen, Inc. (Private Investment) [ID:dcdfcdb]",Economy
23971,"Quarter Of Funding Event: Zymergen, Inc. (Private Investment) [ID:ebcaaf8]",Economy
23972,Quarter Of Funding Event: Zymvol Biomodeling (Private Investment) [ID:8bf490a],Economy
23973,Quarter Of Funding Event: Zymvol Biomodeling (Private Investment) [ID:e0312d1],Economy
23974,Quarter Of Funding Event: Zyper Inc (Private Investment) [ID:2310025],Economy
23975,"Quarter Of Funding Event: aapi, Inc. (Private Investment) [ID:588412f]",Economy
23976,"Quarter Of Funding Event: aapi, Inc. (Private Investment) [ID:a6ae98c]",Economy
23977,Quarter Of Funding Event: abracar GmbH (Private Investment) [ID:1c779f6],Economy
23978,Quarter Of Funding Event: accessiBe Ltd. (Private Investment) [ID:6442745],Economy
23979,Quarter Of Funding Event: adjust GmbH (Private Investment) [ID:f794227],Economy
23980,Quarter Of Funding Event: aetherAI (Private Investment) [ID:a2c66fd],Economy
23981,Quarter Of Funding Event: aetherAI (Private Investment) [ID:dfc25fc],Economy
23982,Quarter Of Funding Event: aiLegal (Private Investment) [ID:a15e09a],Economy
23983,"Quarter Of Funding Event: aiQ Co., Ltd. (Private Investment) [ID:33c9c4f]",Economy
23984,"Quarter Of Funding Event: aiQ Co., Ltd. (Private Investment) [ID:3625feb]",Economy
23985,"Quarter Of Funding Event: aiQ Co., Ltd. (Private Investment) [ID:ef236f1]",Economy
23986,Quarter Of Funding Event: aifora GmbH (Private Investment) [ID:9dffde0],Economy
23987,Quarter Of Funding Event: aiforce solutions Inc. (Private Investment) [ID:377f9d9],Economy
23988,Quarter Of Funding Event: aircos.Inc. (Private Investment) [ID:a6d43e3],Economy
23989,Quarter Of Funding Event: allerguard ltd. (Private Investment) [ID:fff5f3b],Economy
23990,Quarter Of Funding Event: alltuu.com (Private Investment) [ID:7e994e6],Economy
23991,"Quarter Of Funding Event: alwaysAI, Inc (Private Investment) [ID:077e66e]",Economy
23992,Quarter Of Funding Event: apheris AI GmbH (Private Investment) [ID:52c69a2],Economy
23993,Quarter Of Funding Event: arabot company LTD (Private Investment) [ID:0825de6],Economy
23994,Quarter Of Funding Event: arago GmbH (Private Investment) [ID:78f6f8c],Economy
23995,Quarter Of Funding Event: askblu.ai (by Happy Blue Fish) (Private Investment) [ID:160c5e9],Economy
23996,Quarter Of Funding Event: askblu.ai (by Happy Blue Fish) (Private Investment) [ID:77e80c7],Economy
23997,Quarter Of Funding Event: askblu.ai (by Happy Blue Fish) (Private Investment) [ID:a36adbf],Economy
23998,Quarter Of Funding Event: atama plus Inc. (Private Investment) [ID:8a4d630],Economy
23999,Quarter Of Funding Event: atama plus Inc. (Private Investment) [ID:9eee277],Economy
24000,Quarter Of Funding Event: avaamo (Private Investment) [ID:712b309],Economy
24001,Quarter Of Funding Event: avaamo (Private Investment) [ID:a745016],Economy
24002,"Quarter Of Funding Event: awoo Bros. Internet, Inc. (Private Investment) [ID:756f866]",Economy
24003,Quarter Of Funding Event: black.ai (Private Investment) [ID:d0dd604],Economy
24004,Quarter Of Funding Event: blueqat (Private Investment) [ID:dad7278],Economy
24005,Quarter Of Funding Event: boodleAI (Private Investment) [ID:08d2d9c],Economy
24006,Quarter Of Funding Event: boodleAI (Private Investment) [ID:3f3b10a],Economy
24007,"Quarter Of Funding Event: boomtrain, Inc. (Merger/Acquisition) [ID:ab1cabe]",Economy
24008,"Quarter Of Funding Event: boulder,inc. (Private Investment) [ID:7ec83f3]",Economy
24009,Quarter Of Funding Event: briq Construction Blockchain Inc. (Private Investment) [ID:271c639],Economy
24010,Quarter Of Funding Event: briq Construction Blockchain Inc. (Private Investment) [ID:e927dc4],Economy
24011,Quarter Of Funding Event: bundleIQ (Private Investment) [ID:f9f9573],Economy
24012,"Quarter Of Funding Event: cClearly, Inc. (Private Investment) [ID:c71ae9a]",Economy
24013,Quarter Of Funding Event: caresocius (Private Investment) [ID:73a6230],Economy
24014,Quarter Of Funding Event: ceceSAT (Private Investment) [ID:3de6445],Economy
24015,Quarter Of Funding Event: claimsforce GmbH (Private Investment) [ID:4ddc255],Economy
24016,Quarter Of Funding Event: claimsforce GmbH (Private Investment) [ID:de30957],Economy
24017,Quarter Of Funding Event: cogvis (Private Investment) [ID:453ee01],Economy
24018,Quarter Of Funding Event: cogvis (Private Investment) [ID:d130f1d],Economy
24019,Quarter Of Funding Event: cogvis Software und Consulting GmbH (Private Investment) [ID:3a17e63],Economy
24020,Quarter Of Funding Event: colabel GmbH (Private Investment) [ID:dfec0fe],Economy
24021,"Quarter Of Funding Event: conDati, Inc. (Private Investment) [ID:193526c]",Economy
24022,"Quarter Of Funding Event: conDati, Inc. (Private Investment) [ID:3c5a603]",Economy
24023,"Quarter Of Funding Event: conDati, Inc. (Private Investment) [ID:ea7dbb5]",Economy
24024,"Quarter Of Funding Event: conDati, Inc. (Private Investment) [ID:f923e51]",Economy
24025,Quarter Of Funding Event: connectome.design inc. (Private Investment) [ID:a0f60be],Economy
24026,Quarter Of Funding Event: cred.ai (Private Investment) [ID:593a6e7],Economy
24027,Quarter Of Funding Event: crystal (Private Investment) [ID:271702a],Economy
24028,Quarter Of Funding Event: crystal (Private Investment) [ID:db3831a],Economy
24029,Quarter Of Funding Event: crystal (Private Investment) [ID:f61195e],Economy
24030,Quarter Of Funding Event: crystal (Private Investment) [ID:f9c687c],Economy
24031,Quarter Of Funding Event: dClinic PTE. LTD. (Private Investment) [ID:e772fdc],Economy
24032,"Quarter Of Funding Event: dearduck, LLC (Private Investment) [ID:1a110e3]",Economy
24033,"Quarter Of Funding Event: dearduck, LLC (Private Investment) [ID:5c77dc8]",Economy
24034,Quarter Of Funding Event: deepsense.io (Private Investment) [ID:9943f26],Economy
24035,Quarter Of Funding Event: digital publishing AG (Private Investment) [ID:bb93e6b],Economy
24036,Quarter Of Funding Event: dipp (Private Investment) [ID:79c8f94],Economy
24037,"Quarter Of Funding Event: dotData, Inc. (Private Investment) [ID:7f7b0fe]",Economy
24038,Quarter Of Funding Event: dq Technologies AG (Private Investment) [ID:65e02a9],Economy
24039,Quarter Of Funding Event: dreyev (Private Investment) [ID:002ffd8],Economy
24040,Quarter Of Funding Event: dreyev (Private Investment) [ID:8fc35b8],Economy
24041,Quarter Of Funding Event: dreyev (Private Investment) [ID:e75e89d],Economy
24042,Quarter Of Funding Event: dreyev (Private Investment) [ID:fe8e5a5],Economy
24043,Quarter Of Funding Event: dristi.ai (Private Investment) [ID:1a91686],Economy
24044,Quarter Of Funding Event: dwins GmbH (Private Investment) [ID:9c1d6a5],Economy
24045,Quarter Of Funding Event: dwins GmbH (Private Investment) [ID:eafd157],Economy
24046,Quarter Of Funding Event: dwins GmbH (Private Investment) [ID:f5749fc],Economy
24047,Quarter Of Funding Event: e-bot7 GmbH (Private Investment) [ID:349eb80],Economy
24048,Quarter Of Funding Event: e-bot7 GmbH (Private Investment) [ID:5bfdba5],Economy
24049,Quarter Of Funding Event: e-bot7 GmbH (Private Investment) [ID:905c7c4],Economy
24050,Quarter Of Funding Event: e-bot7 GmbH (Private Investment) [ID:d819d1e],Economy
24051,Quarter Of Funding Event: e-cobot - SAS (Private Investment) [ID:c6d2790],Economy
24052,Quarter Of Funding Event: eBrain (Private Investment) [ID:850815d],Economy
24053,Quarter Of Funding Event: eBrain (Private Investment) [ID:b7e9cf4],Economy
24054,"Quarter Of Funding Event: eBrevia, Inc. (Merger/Acquisition) [ID:8a816ee]",Economy
24055,"Quarter Of Funding Event: eBrevia, Inc. (Private Investment) [ID:9f808c9]",Economy
24056,"Quarter Of Funding Event: eBrevia, Inc. (Private Investment) [ID:a2bad96]",Economy
24057,"Quarter Of Funding Event: eBrevia, Inc. (Private Investment) [ID:c245044]",Economy
24058,"Quarter Of Funding Event: eBrevia, Inc. (Private Investment) [ID:d47ac27]",Economy
24059,Quarter Of Funding Event: eCreditpal (Private Investment) [ID:a8336ad],Economy
24060,Quarter Of Funding Event: eCreditpal (Private Investment) [ID:c67bd8d],Economy
24061,Quarter Of Funding Event: eEducation Albert AB (Private Investment) [ID:0a49205],Economy
24062,Quarter Of Funding Event: eEducation Albert AB (Private Investment) [ID:58d363e],Economy
24063,Quarter Of Funding Event: eEducation Albert AB (Private Investment) [ID:a2c96a2],Economy
24064,Quarter Of Funding Event: ePallet (Private Investment) [ID:99678a7],Economy
24065,Quarter Of Funding Event: eRevalue Limited (Private Investment) [ID:4bbb41a],Economy
24066,Quarter Of Funding Event: eRevalue Limited (Private Investment) [ID:c66d6b6],Economy
24067,Quarter Of Funding Event: eSmart Systems AS (Private Investment) [ID:1af2cd2],Economy
24068,"Quarter Of Funding Event: eXo Imaging, Inc. (Private Investment) [ID:2cea5e2]",Economy
24069,"Quarter Of Funding Event: eXo Imaging, Inc. (Private Investment) [ID:74e655d]",Economy
24070,"Quarter Of Funding Event: eXo Imaging, Inc. (Private Investment) [ID:b045192]",Economy
24071,"Quarter Of Funding Event: eXo Imaging, Inc. (Private Investment) [ID:fb6e706]",Economy
24072,Quarter Of Funding Event: eYARD S.L. (Private Investment) [ID:386559],Economy
24073,Quarter Of Funding Event: echonovum (Private Investment) [ID:4f1184e],Economy
24074,Quarter Of Funding Event: echonovum (Private Investment) [ID:53afafa],Economy
24075,Quarter Of Funding Event: ecoRobotix Ltd (Private Investment) [ID:062f09a],Economy
24076,Quarter Of Funding Event: ecoRobotix Ltd (Private Investment) [ID:e384499],Economy
24077,Quarter Of Funding Event: edrone sp. z o.o. (Private Investment) [ID:54719d2],Economy
24078,Quarter Of Funding Event: effect.ai (Private Investment) [ID:3d421e3],Economy
24079,Quarter Of Funding Event: effect.ai (Private Investment) [ID:6b4e1c2],Economy
24080,"Quarter Of Funding Event: eightfold, inc. (Private Investment) [ID:8ac98f6]",Economy
24081,"Quarter Of Funding Event: eightfold, inc. (Private Investment) [ID:9b1a408]",Economy
24082,"Quarter Of Funding Event: eightfold, inc. (Private Investment) [ID:b727509]",Economy
24083,"Quarter Of Funding Event: eightfold, inc. (Private Investment) [ID:faf2514]",Economy
24084,Quarter Of Funding Event: elyps (Private Investment) [ID:4ab29a5],Economy
24085,Quarter Of Funding Event: emotion3D (Private Investment) [ID:3da1407],Economy
24086,Quarter Of Funding Event: emotion3D (Private Investment) [ID:47f7e73],Economy
24087,Quarter Of Funding Event: emotion3D (Private Investment) [ID:6380f8f],Economy
24088,Quarter Of Funding Event: emotion3D (Private Investment) [ID:8419979],Economy
24089,Quarter Of Funding Event: emotion3D (Private Investment) [ID:a06a9ea],Economy
24090,Quarter Of Funding Event: emotion3D (Private Investment) [ID:b8502e4],Economy
24091,Quarter Of Funding Event: enaible Inc. (Private Investment) [ID:cba3552],Economy
24092,Quarter Of Funding Event: entigenlogic LLC (Private Investment) [ID:a9201f9],Economy
24093,Quarter Of Funding Event: entigenlogic LLC (Private Investment) [ID:fae059d],Economy
24094,Quarter Of Funding Event: envelio GmbH (Private Investment) [ID:1bb015f],Economy
24095,Quarter Of Funding Event: envelio GmbH (Private Investment) [ID:a35a7cd],Economy
24096,"Quarter Of Funding Event: estie, inc. (Private Investment) [ID:ffb79f5]",Economy
24097,Quarter Of Funding Event: faire.ai (Private Investment) [ID:8685bbd],Economy
24098,Quarter Of Funding Event: fido.ai (Merger/Acquisition) [ID:022f7da],Economy
24099,Quarter Of Funding Event: fido.ai (Private Investment) [ID:5fbc44c],Economy
24100,Quarter Of Funding Event: firstAI (Private Investment) [ID:398a87b],Economy
24101,Quarter Of Funding Event: fleetx.io (Private Investment) [ID:461ccca],Economy
24102,Quarter Of Funding Event: fleetx.io (Private Investment) [ID:9fb5e6a],Economy
24103,Quarter Of Funding Event: fleetx.io (Private Investment) [ID:d5c8c93],Economy
24104,Quarter Of Funding Event: fleetx.io (Private Investment) [ID:eb425ec],Economy
24105,Quarter Of Funding Event: freeD Group Limited (Private Investment) [ID:490a2fa],Economy
24106,Quarter Of Funding Event: freeD Group Limited (Private Investment) [ID:e70a40c],Economy
24107,Quarter Of Funding Event: freeD Group Limited (Private Investment) [ID:ffd24cf],Economy
24108,Quarter Of Funding Event: funstory.ai (Private Investment) [ID:b50736e],Economy
24109,Quarter Of Funding Event: gNext Labs LLC (Private Investment) [ID:af115f8],Economy
